,file,y_true,y_pred,confidence,true_label,predicted_label,status
0,asphodelus/Asp.A.ramX400wF(1985)(0)B-2.png,0,0,0.9999913,asphodelus,asphodelus,Correct
1,asphodelus/Asp.A.ramX400wF(1990)(0)G-2.png,0,0,0.9999896,asphodelus,asphodelus,Correct
2,calicotome/Fab.C.vilX400wF(2016)(0)A-18.png,1,1,0.9999211,calicotome,calicotome,Correct
3,calicotome/Fab.C.vilX400wF(2016)(0)A-8.png,1,1,0.9998518,calicotome,calicotome,Correct
4,calicotome/Fab.C.vilX400wF(2017)(0)B-19.png,1,1,0.99957913,calicotome,calicotome,Correct
5,calicotome/Fab.C.vilX400wF(2017)(0)B-2.png,1,1,0.99922955,calicotome,calicotome,Correct
6,calicotome/Fab.C.vilX400wF(2017)(0)B-21.png,1,1,0.9992415,calicotome,calicotome,Correct
7,calicotome/Fab.C.vilX400wF(2017)(0)B-5.png,1,1,0.9998202,calicotome,calicotome,Correct
8,calicotome/Fab.C.vilX400wF(2018)(0)C-17.png,1,1,0.99982846,calicotome,calicotome,Correct
9,calicotome/Fab.C.vilX400wF(2019)(0)D-101.png,1,1,0.9998272,calicotome,calicotome,Correct
10,calicotome/Fab.C.vilX400wF(2019)(0)D-120.png,1,1,0.9997284,calicotome,calicotome,Correct
11,calicotome/Fab.C.vilX400wF(2019)(0)D-15.png,1,1,0.9998412,calicotome,calicotome,Correct
12,calicotome/Fab.C.vilX400wF(2019)(0)D-17.png,1,1,0.9971999,calicotome,calicotome,Correct
13,calicotome/Fab.C.vilX400wF(2019)(0)D-24.png,1,1,0.9997801,calicotome,calicotome,Correct
14,calicotome/Fab.C.vilX400wF(2019)(0)D-34.png,1,1,0.99947864,calicotome,calicotome,Correct
15,calicotome/Fab.C.vilX400wF(2019)(0)D-42.png,1,1,0.999613,calicotome,calicotome,Correct
16,calicotome/Fab.C.vilX400wF(2019)(0)D-43.png,1,1,0.99981815,calicotome,calicotome,Correct
17,calicotome/Fab.C.vilX400wF(2019)(0)D-50.png,1,1,0.99983597,calicotome,calicotome,Correct
18,calicotome/Fab.C.vilX400wF(2019)(0)D-53.png,1,1,0.9997242,calicotome,calicotome,Correct
19,calicotome/Fab.C.vilX400wF(2019)(0)D-54.png,1,1,0.99972516,calicotome,calicotome,Correct
20,calicotome/Fab.C.vilX400wF(2019)(0)D-99.png,1,1,0.99966025,calicotome,calicotome,Correct
21,calicotome/Fab.C.vilX400wF(2020)(0)E-112.png,1,1,0.9997991,calicotome,calicotome,Correct
22,calicotome/Fab.C.vilX400wF(2020)(0)E-113.png,1,1,0.9996853,calicotome,calicotome,Correct
23,calicotome/Fab.C.vilX400wF(2020)(0)E-19.png,1,1,0.99979454,calicotome,calicotome,Correct
24,calicotome/Fab.C.vilX400wF(2020)(0)E-34.png,1,1,0.9996551,calicotome,calicotome,Correct
25,calicotome/Fab.C.vilX400wF(2020)(0)E-43.png,1,1,0.99975175,calicotome,calicotome,Correct
26,calicotome/Fab.C.vilX400wF(2020)(0)E-58.png,1,1,0.9997758,calicotome,calicotome,Correct
27,calicotome/Fab.C.vilX400wF(2020)(0)E-63.png,1,1,0.9997993,calicotome,calicotome,Correct
28,calicotome/Fab.C.vilX400wF(2020)(0)E-68.png,1,1,0.9997904,calicotome,calicotome,Correct
29,calicotome/Fab.C.vilX400wF(2020)(0)E-75.png,1,1,0.9974681,calicotome,calicotome,Correct
30,calicotome/Fab.C.vilX400wF(2020)(0)E-76.png,1,1,0.99986863,calicotome,calicotome,Correct
31,calicotome/Fab.C.vilX400wF(2020)(0)E-85.png,1,1,0.9995875,calicotome,calicotome,Correct
32,erica/Eri.E.maniX400wF(5355)(0)A-2.png,5,5,0.99983656,erica,erica,Correct
33,erica/Eri.E.maniX400wF(5356)(0)B-10.png,5,5,0.9999738,erica,erica,Correct
34,erica/Eri.E.maniX400wF(5357)(0)C-10.png,5,5,0.9999188,erica,erica,Correct
35,erica/Eri.E.maniX400wF(5357)(0)C-12.png,5,5,0.9999355,erica,erica,Correct
36,erica/Eri.E.maniX400wF(5357)(0)C-16.png,5,5,0.99996877,erica,erica,Correct
37,erica/Eri.E.maniX400wF(5358)(0)D-15.png,5,5,0.9999708,erica,erica,Correct
38,erica/Eri.E.maniX400wF(5358)(0)D-5.png,5,5,0.9999832,erica,erica,Correct
39,erica/Eri.E.maniX400wF(5359)(0)E-27.png,5,5,0.9999664,erica,erica,Correct
40,erica/Eri.E.maniX400wF(5359)(0)E-28.png,5,5,0.9999918,erica,erica,Correct
41,erica/Eri.E.maniX400wF(5360)(0)F-11.png,5,5,0.99995613,erica,erica,Correct
42,erica/Eri.E.maniX400wF(5361)(0)G-7.png,5,5,0.99995196,erica,erica,Correct
43,erica/Eri.E.maniX400wF(5361)(0)G-8.png,5,5,0.9999709,erica,erica,Correct
44,erica/Eri.E.maniX400wF(5362)(0)H-2.png,5,5,0.9999726,erica,erica,Correct
45,erica/Eri.E.maniX400wF(5362)(0)H-6.png,5,5,0.999877,erica,erica,Correct
46,erica/Eri.E.maniX400wF(5362)(0)H-8.png,5,5,0.9999635,erica,erica,Correct
47,erica/Eri.E.maniX400wF(5363)(0)I-12.png,5,5,0.99996924,erica,erica,Correct
48,erica/Eri.E.maniX400wF(5363)(0)I-4.png,5,5,0.999982,erica,erica,Correct
49,eucalyptus/Myr.E.camaX400wF(1866)(0)A-4.png,6,6,0.9983516,eucalyptus,eucalyptus,Correct
50,eucalyptus/Myr.E.camaX400wF(1866)(0)A-6.png,6,6,0.99613935,eucalyptus,eucalyptus,Correct
51,eucalyptus/Myr.E.camaX400wF(1867)(0)B-10.png,6,6,0.9999825,eucalyptus,eucalyptus,Correct
52,eucalyptus/Myr.E.camaX400wF(1868)(0)C-4.png,6,6,0.99982625,eucalyptus,eucalyptus,Correct
53,eucalyptus/Myr.E.camaX400wF(1871)(0)F-12.png,6,6,0.99995005,eucalyptus,eucalyptus,Correct
54,eucalyptus/Myr.E.camaX400wF(1872)(0)G-1.png,6,6,0.99970055,eucalyptus,eucalyptus,Correct
55,eucalyptus/Myr.E.camaX400wF(1872)(0)G-6.png,6,6,0.99951386,eucalyptus,eucalyptus,Correct
56,eucalyptus/Myr.E.camaX400wF(2962)(0)H-27.png,6,6,0.56183034,eucalyptus,eucalyptus,Correct
57,eucalyptus/Myr.E.camaX400wF(2962)(0)H-5.png,6,6,0.99987257,eucalyptus,eucalyptus,Correct
58,eucalyptus/Myr.E.camaX400wF(2964)(0)J-1.png,6,6,0.9999579,eucalyptus,eucalyptus,Correct
59,eucalyptus/Myr.E.camaX400wF(2964)(0)J-21.png,6,6,0.9999255,eucalyptus,eucalyptus,Correct
60,eucalyptus/Myr.E.camaX400wF(2964)(0)J-26.png,6,6,0.9999527,eucalyptus,eucalyptus,Correct
61,eucalyptus/Myr.E.camaX400wF(2964)(0)J-3.png,6,6,0.999476,eucalyptus,eucalyptus,Correct
62,eucalyptus/Myr.E.camaX400wF(2964)(0)J-4.png,6,6,0.99993503,eucalyptus,eucalyptus,Correct
63,eucalyptus/Myr.E.camaX400wF(2966)(0)L-7.png,6,6,0.9999752,eucalyptus,eucalyptus,Correct
64,eucalyptus/Myr.E.camaX400wF(2966)(0)L-8.png,6,6,0.9998828,eucalyptus,eucalyptus,Correct
65,ferula/Api.F.comX400wF(2135)(0)A-11.png,7,7,0.99996746,ferula,ferula,Correct
66,ferula/Api.F.comX400wF(2135)(0)A-3.png,7,7,0.99997973,ferula,ferula,Correct
67,ferula/Api.F.comX400wF(2137)(0)C-11.png,7,7,0.9999763,ferula,ferula,Correct
68,myrtus/IMG_3734-106.png,8,8,0.99991274,myrtus,myrtus,Correct
69,myrtus/IMG_3734-131.png,8,8,0.99986994,myrtus,myrtus,Correct
70,myrtus/IMG_3734-45.png,8,8,0.99991643,myrtus,myrtus,Correct
71,myrtus/IMG_3734-54.png,8,8,0.9999293,myrtus,myrtus,Correct
72,myrtus/IMG_3734-55.png,8,8,0.999931,myrtus,myrtus,Correct
73,myrtus/IMG_3734-57.png,8,8,0.99989307,myrtus,myrtus,Correct
74,myrtus/IMG_3734-68.png,8,8,0.9999089,myrtus,myrtus,Correct
75,myrtus/IMG_3734-74.png,8,8,0.99956256,myrtus,myrtus,Correct
76,myrtus/IMG_3734-80.png,8,8,0.99975425,myrtus,myrtus,Correct
77,myrtus/IMG_3734-9.png,8,8,0.9995652,myrtus,myrtus,Correct
78,myrtus/IMG_3735-10.png,8,8,0.9999455,myrtus,myrtus,Correct
79,myrtus/IMG_3735-11.png,8,8,0.9998723,myrtus,myrtus,Correct
80,myrtus/IMG_3735-13.png,8,8,0.9998603,myrtus,myrtus,Correct
81,myrtus/IMG_3735-19.png,8,8,0.999923,myrtus,myrtus,Correct
82,myrtus/IMG_3735-25.png,8,8,0.999648,myrtus,myrtus,Correct
83,myrtus/IMG_3735-39.png,8,8,0.99983823,myrtus,myrtus,Correct
84,myrtus/IMG_3736-31.png,8,8,0.99988186,myrtus,myrtus,Correct
85,myrtus/IMG_3736-49.png,8,8,0.99994123,myrtus,myrtus,Correct
