,file,y_true,y_pred,confidence,true_label,predicted_label,status
0,asphodelus/Asp.A.ramX400wF(1987)(0)D-5.png,0,0,0.99963975,asphodelus,asphodelus,Correct
1,asphodelus/Asp.A.ramX400wF(1989)(0)F-4.png,0,0,0.99944764,asphodelus,asphodelus,Correct
2,calicotome/Fab.C.vilX400wF(2016)(0)A-4.png,1,1,0.9998791,calicotome,calicotome,Correct
3,calicotome/Fab.C.vilX400wF(2017)(0)B-20.png,1,1,0.9989367,calicotome,calicotome,Correct
4,calicotome/Fab.C.vilX400wF(2017)(0)B-22.png,1,1,0.9991283,calicotome,calicotome,Correct
5,calicotome/Fab.C.vilX400wF(2018)(0)C-8.png,1,1,0.99499315,calicotome,calicotome,Correct
6,calicotome/Fab.C.vilX400wF(2019)(0)D-113.png,1,1,0.99981195,calicotome,calicotome,Correct
7,calicotome/Fab.C.vilX400wF(2019)(0)D-116.png,1,1,0.9998399,calicotome,calicotome,Correct
8,calicotome/Fab.C.vilX400wF(2019)(0)D-21.png,1,1,0.9956079,calicotome,calicotome,Correct
9,calicotome/Fab.C.vilX400wF(2019)(0)D-22.png,1,1,0.99988425,calicotome,calicotome,Correct
10,calicotome/Fab.C.vilX400wF(2019)(0)D-25.png,1,1,0.99983644,calicotome,calicotome,Correct
11,calicotome/Fab.C.vilX400wF(2019)(0)D-29.png,1,1,0.99793756,calicotome,calicotome,Correct
12,calicotome/Fab.C.vilX400wF(2019)(0)D-31.png,1,1,0.9998722,calicotome,calicotome,Correct
13,calicotome/Fab.C.vilX400wF(2019)(0)D-33.png,1,1,0.99984896,calicotome,calicotome,Correct
14,calicotome/Fab.C.vilX400wF(2019)(0)D-38.png,1,1,0.9998735,calicotome,calicotome,Correct
15,calicotome/Fab.C.vilX400wF(2019)(0)D-40.png,1,1,0.9998042,calicotome,calicotome,Correct
16,calicotome/Fab.C.vilX400wF(2019)(0)D-44.png,1,1,0.9998361,calicotome,calicotome,Correct
17,calicotome/Fab.C.vilX400wF(2019)(0)D-79.png,1,1,0.99984884,calicotome,calicotome,Correct
18,calicotome/Fab.C.vilX400wF(2020)(0)E-101.png,1,1,0.99985397,calicotome,calicotome,Correct
19,calicotome/Fab.C.vilX400wF(2020)(0)E-116.png,1,1,0.9998778,calicotome,calicotome,Correct
20,calicotome/Fab.C.vilX400wF(2020)(0)E-15.png,1,1,0.9998785,calicotome,calicotome,Correct
21,calicotome/Fab.C.vilX400wF(2020)(0)E-26.png,1,1,0.9997789,calicotome,calicotome,Correct
22,calicotome/Fab.C.vilX400wF(2020)(0)E-28.png,1,1,0.99985445,calicotome,calicotome,Correct
23,calicotome/Fab.C.vilX400wF(2020)(0)E-5.png,1,1,0.9994873,calicotome,calicotome,Correct
24,calicotome/Fab.C.vilX400wF(2020)(0)E-55.png,1,1,0.99961287,calicotome,calicotome,Correct
25,calicotome/Fab.C.vilX400wF(2020)(0)E-61.png,1,1,0.9996815,calicotome,calicotome,Correct
26,calicotome/Fab.C.vilX400wF(2020)(0)E-66.png,1,1,0.9998851,calicotome,calicotome,Correct
27,calicotome/Fab.C.vilX400wF(2020)(0)E-81.png,1,1,0.999793,calicotome,calicotome,Correct
28,calicotome/Fab.C.vilX400wF(2020)(0)E-86.png,1,1,0.9998989,calicotome,calicotome,Correct
29,calicotome/Fab.C.vilX400wF(2020)(0)E-97.png,1,1,0.9998344,calicotome,calicotome,Correct
31,erica/Eri.E.maniX400wF(5355)(0)A-10.png,5,5,0.9988164,erica,erica,Correct
32,erica/Eri.E.maniX400wF(5355)(0)A-3.png,5,5,0.99978167,erica,erica,Correct
33,erica/Eri.E.maniX400wF(5355)(0)A-5.png,5,5,0.99888307,erica,erica,Correct
34,erica/Eri.E.maniX400wF(5355)(0)A-6.png,5,5,0.9998191,erica,erica,Correct
35,erica/Eri.E.maniX400wF(5356)(0)B-16.png,5,5,0.9994098,erica,erica,Correct
36,erica/Eri.E.maniX400wF(5357)(0)C-19.png,5,5,0.99849904,erica,erica,Correct
37,erica/Eri.E.maniX400wF(5357)(0)C-23.png,5,5,0.9996947,erica,erica,Correct
38,erica/Eri.E.maniX400wF(5357)(0)C-27.png,5,5,0.99975497,erica,erica,Correct
39,erica/Eri.E.maniX400wF(5357)(0)C-8.png,5,5,0.99887747,erica,erica,Correct
40,erica/Eri.E.maniX400wF(5359)(0)E-16.png,5,5,0.99966013,erica,erica,Correct
41,erica/Eri.E.maniX400wF(5360)(0)F-12.png,5,5,0.99972516,erica,erica,Correct
42,erica/Eri.E.maniX400wF(5360)(0)F-17.png,5,5,0.99988234,erica,erica,Correct
43,erica/Eri.E.maniX400wF(5360)(0)F-2.png,5,5,0.99978286,erica,erica,Correct
44,erica/Eri.E.maniX400wF(5360)(0)F-5.png,5,5,0.9995134,erica,erica,Correct
45,erica/Eri.E.maniX400wF(5360)(0)F-6.png,5,5,0.9997713,erica,erica,Correct
46,erica/Eri.E.maniX400wF(5360)(0)F-8.png,5,5,0.99976605,erica,erica,Correct
47,erica/Eri.E.maniX400wF(5362)(0)H-3.png,5,5,0.9995283,erica,erica,Correct
48,erica/Eri.E.maniX400wF(5363)(0)I-10.png,5,5,0.99978274,erica,erica,Correct
49,eucalyptus/Myr.E.camaX400wF(1867)(0)B-7.png,6,6,0.9998597,eucalyptus,eucalyptus,Correct
50,eucalyptus/Myr.E.camaX400wF(1868)(0)C-13.png,6,6,0.99909055,eucalyptus,eucalyptus,Correct
51,eucalyptus/Myr.E.camaX400wF(1868)(0)C-7.png,6,6,0.9983542,eucalyptus,eucalyptus,Correct
52,eucalyptus/Myr.E.camaX400wF(1871)(0)F-1.png,6,6,0.99879587,eucalyptus,eucalyptus,Correct
54,eucalyptus/Myr.E.camaX400wF(1872)(0)G-4.png,6,6,0.9957569,eucalyptus,eucalyptus,Correct
55,eucalyptus/Myr.E.camaX400wF(2962)(0)H-16.png,6,6,0.9994248,eucalyptus,eucalyptus,Correct
56,eucalyptus/Myr.E.camaX400wF(2962)(0)H-2.png,6,6,0.9994485,eucalyptus,eucalyptus,Correct
57,eucalyptus/Myr.E.camaX400wF(2962)(0)H-31.png,6,6,0.9994691,eucalyptus,eucalyptus,Correct
58,eucalyptus/Myr.E.camaX400wF(2963)(0)I-1.png,6,6,0.99984765,eucalyptus,eucalyptus,Correct
59,eucalyptus/Myr.E.camaX400wF(2964)(0)J-17.png,6,6,0.9996401,eucalyptus,eucalyptus,Correct
60,eucalyptus/Myr.E.camaX400wF(2964)(0)J-18.png,6,6,0.9997948,eucalyptus,eucalyptus,Correct
61,eucalyptus/Myr.E.camaX400wF(2964)(0)J-2.png,6,6,0.99990094,eucalyptus,eucalyptus,Correct
62,eucalyptus/Myr.E.camaX400wF(2965)(0)K-11.png,6,6,0.99926573,eucalyptus,eucalyptus,Correct
63,eucalyptus/Myr.E.camaX400wF(2965)(0)K-15.png,6,6,0.9998971,eucalyptus,eucalyptus,Correct
64,eucalyptus/Myr.E.camaX400wF(2965)(0)K-5.png,6,6,0.999191,eucalyptus,eucalyptus,Correct
65,eucalyptus/Myr.E.camaX400wF(2965)(0)K-9.png,6,6,0.9991854,eucalyptus,eucalyptus,Correct
66,ferula/Api.F.comX400wF(2137)(0)C-6.png,7,7,0.99976677,ferula,ferula,Correct
67,ferula/Api.F.comX400wF(2139)(0)E-12.png,7,7,0.9996213,ferula,ferula,Correct
68,myrtus/IMG_3734-116.png,8,8,0.9984005,myrtus,myrtus,Correct
69,myrtus/IMG_3734-121.png,8,8,0.99926025,myrtus,myrtus,Correct
70,myrtus/IMG_3734-128.png,8,8,0.99915123,myrtus,myrtus,Correct
71,myrtus/IMG_3734-19.png,8,8,0.9996364,myrtus,myrtus,Correct
72,myrtus/IMG_3734-22.png,8,8,0.9987356,myrtus,myrtus,Correct
73,myrtus/IMG_3734-51.png,8,8,0.99941576,myrtus,myrtus,Correct
74,myrtus/IMG_3734-67.png,8,8,0.9994404,myrtus,myrtus,Correct
75,myrtus/IMG_3734-96.png,8,8,0.99926203,myrtus,myrtus,Correct
76,myrtus/IMG_3735-1.png,8,8,0.99953175,myrtus,myrtus,Correct
77,myrtus/IMG_3735-26.png,8,8,0.9994479,myrtus,myrtus,Correct
78,myrtus/IMG_3735-27.png,8,8,0.9992005,myrtus,myrtus,Correct
79,myrtus/IMG_3735-3.png,8,8,0.98820484,myrtus,myrtus,Correct
80,myrtus/IMG_3735-31.png,8,8,0.9990939,myrtus,myrtus,Correct
81,myrtus/IMG_3735-33.png,8,8,0.9991346,myrtus,myrtus,Correct
82,myrtus/IMG_3735-41.png,8,8,0.9992994,myrtus,myrtus,Correct
83,myrtus/IMG_3736-17.png,8,8,0.99830353,myrtus,myrtus,Correct
84,myrtus/IMG_3736-22.png,8,8,0.99931955,myrtus,myrtus,Correct
85,myrtus/IMG_3736-52.png,8,8,0.9993445,myrtus,myrtus,Correct
86,myrtus/IMG_3736-57.png,8,8,0.9993242,myrtus,myrtus,Correct
87,myrtus/IMG_3736-64.png,8,8,0.9993894,myrtus,myrtus,Correct
88,myrtus/IMG_3736-69.png,8,8,0.99926466,myrtus,myrtus,Correct
89,myrtus/IMG_3736-82.png,8,8,0.99876475,myrtus,myrtus,Correct
90,myrtus/IMG_3737-20.png,8,8,0.9994429,myrtus,myrtus,Correct
91,myrtus/IMG_3737-51.png,8,8,0.99932766,myrtus,myrtus,Correct
92,myrtus/IMG_3737-72.png,8,8,0.999318,myrtus,myrtus,Correct
93,myrtus/IMG_3737-8.png,8,8,0.99744713,myrtus,myrtus,Correct
94,myrtus/IMG_3738-1.png,8,8,0.99911183,myrtus,myrtus,Correct
95,myrtus/IMG_3738-121.png,8,8,0.9977986,myrtus,myrtus,Correct
96,myrtus/IMG_3738-127.png,8,8,0.99848014,myrtus,myrtus,Correct
97,myrtus/IMG_3738-128.png,8,8,0.95731807,myrtus,myrtus,Correct
98,myrtus/IMG_3738-130.png,8,8,0.99764556,myrtus,myrtus,Correct
99,myrtus/IMG_3738-132.png,8,8,0.9992829,myrtus,myrtus,Correct
100,myrtus/IMG_3738-157.png,8,8,0.99799335,myrtus,myrtus,Correct
101,myrtus/IMG_3738-19.png,8,8,0.99945515,myrtus,myrtus,Correct
102,myrtus/IMG_3738-26.png,8,8,0.9987974,myrtus,myrtus,Correct
103,myrtus/IMG_3738-53.png,8,8,0.9925006,myrtus,myrtus,Correct
104,myrtus/IMG_3738-80.png,8,8,0.99788874,myrtus,myrtus,Correct
105,myrtus/IMG_3738-84.png,8,8,0.9978119,myrtus,myrtus,Correct
106,myrtus/IMG_3738-87.png,8,8,0.9942678,myrtus,myrtus,Correct
107,myrtus/IMG_3738-97.png,8,8,0.9992324,myrtus,myrtus,Correct
108,myrtus/IMG_3738-99.png,8,8,0.9991391,myrtus,myrtus,Correct
109,myrtus/IMG_3741-23.png,8,8,0.9989272,myrtus,myrtus,Correct
110,myrtus/IMG_3741-36.png,8,8,0.99884343,myrtus,myrtus,Correct
111,myrtus/IMG_3741-5.png,8,8,0.9993218,myrtus,myrtus,Correct
112,myrtus/IMG_3741-50.png,8,8,0.99949694,myrtus,myrtus,Correct
113,myrtus/IMG_3741-58.png,8,8,0.9992737,myrtus,myrtus,Correct
114,myrtus/IMG_3741-60.png,8,8,0.99912876,myrtus,myrtus,Correct
115,myrtus/IMG_3741-65.png,8,8,0.9986815,myrtus,myrtus,Correct
116,myrtus/IMG_3741-68.png,8,8,0.99882287,myrtus,myrtus,Correct
117,myrtus/IMG_3741-7.png,8,8,0.99961,myrtus,myrtus,Correct
118,myrtus/IMG_3742-2.png,8,8,0.9987263,myrtus,myrtus,Correct
119,myrtus/IMG_3742-20.png,8,8,0.99917644,myrtus,myrtus,Correct
120,myrtus/IMG_3742-22.png,8,8,0.9988426,myrtus,myrtus,Correct
121,myrtus/IMG_3742-28.png,8,8,0.9994332,myrtus,myrtus,Correct
122,myrtus/IMG_3742-31.png,8,8,0.99910814,myrtus,myrtus,Correct
123,myrtus/IMG_3742-39.png,8,8,0.9993073,myrtus,myrtus,Correct
124,myrtus/IMG_3743-14.png,8,8,0.997612,myrtus,myrtus,Correct
125,myrtus/IMG_3743-33.png,8,8,0.999485,myrtus,myrtus,Correct
126,myrtus/IMG_3743-36.png,8,8,0.9985423,myrtus,myrtus,Correct
127,myrtus/IMG_3743-7.png,8,8,0.9992749,myrtus,myrtus,Correct
128,myrtus/IMG_3744-11.png,8,8,0.9981042,myrtus,myrtus,Correct
129,myrtus/IMG_3744-20.png,8,8,0.99762076,myrtus,myrtus,Correct
130,myrtus/IMG_3744-9.png,8,8,0.9987961,myrtus,myrtus,Correct
131,myrtus/Myr.M.comX400wF(1095)(1091)A-13.png,8,8,0.99966073,myrtus,myrtus,Correct
132,myrtus/Myr.M.comX400wF(1095)(1091)A-17.png,8,8,0.99959844,myrtus,myrtus,Correct
133,myrtus/Myr.M.comX400wF(1095)(1091)A-47.png,8,8,0.99932957,myrtus,myrtus,Correct
134,myrtus/Myr.M.comX400wF(1095)(1091)A-52.png,8,8,0.9996044,myrtus,myrtus,Correct
135,myrtus/Myr.M.comX400wF(1095)(1091)A-66.png,8,8,0.9993037,myrtus,myrtus,Correct
136,myrtus/Myr.M.comX400wF(1095)(1091)A-81.png,8,8,0.99914134,myrtus,myrtus,Correct
137,myrtus/Myr.M.comX400wF(1095)(1091)A-82.png,8,8,0.9992418,myrtus,myrtus,Correct
138,myrtus/Myr.M.comX400wF(1095)(1091)A-88.png,8,8,0.9992499,myrtus,myrtus,Correct
139,myrtus/Myr.M.comX400wF(1097)(1090)C-21.png,8,8,0.9992587,myrtus,myrtus,Correct
140,myrtus/Myr.M.comX400wF(1097)(1090)C-31.png,8,8,0.9965982,myrtus,myrtus,Correct
141,myrtus/Myr.M.comX400wF(1097)(1090)C-36.png,8,8,0.9985815,myrtus,myrtus,Correct
142,myrtus/Myr.M.comX400wF(1097)(1090)C-56.png,8,8,0.9995295,myrtus,myrtus,Correct
143,myrtus/Myr.M.comX400wF(1097)(1090)C-59.png,8,8,0.9991381,myrtus,myrtus,Correct
144,myrtus/Myr.M.comX400wF(1097)(1090)C-72.png,8,8,0.9995427,myrtus,myrtus,Correct
145,myrtus/Myr.M.comX400wF(1097)(1090)C-79.png,8,8,0.99935025,myrtus,myrtus,Correct
146,myrtus/Myr.M.comX400wF(1097)(1090)C-9.png,8,8,0.99927074,myrtus,myrtus,Correct
148,olea/Ole.O.euroX400wF(4264)(0)D-152.png,9,9,0.98133403,olea,olea,Correct
